time,id,cpuusage,disk,jobs,memusage,allocated_cpuusage,allocated_disk,allocated_jobs,allocated_memusage
9,2,99.3,5000,163,312,110,5000,200,2000
9,3,99.1,5000,192,260,110,5000,200,2000
9,4,100.9,5000,194,196,110,5000,200,2000
9,5,99.9,5000,161,154,110,5000,200,2000
9,6,101.8,5000,181,105,110,5000,200,2000
9,7,0.0,5000,179,46,110,5000,200,2000
9,8,0.0,5000,0,0,110,5000,200,2000
10,0,99.9,5000,166,464,110,5000,200,2000
10,1,99.8,5000,196,372,110,5000,200,2000
10,2,100.0,5000,163,355,110,5000,200,2000
10,3,100.9,5000,192,311,110,5000,200,2000
10,4,99.8,5000,194,250,110,5000,200,2000
10,5,100.7,5000,161,202,110,5000,200,2000
10,6,100.8,5000,181,157,110,5000,200,2000
10,7,98.9,5000,179,98,110,5000,200,2000
10,8,0.0,5000,179,46,110,5000,200,2000
10,9,0.0,5000,0,0,110,5000,200,2000
11,0,99.8,5000,166,516,110,5000,200,2000
11,1,99.8,5000,196,423,110,5000,200,2000
11,2,100.4,5000,163,404,110,5000,200,2000
11,3,99.8,5000,192,362,110,5000,200,2000
11,4,98.9,5000,194,302,110,5000,200,2000
11,5,98.9,5000,161,238,110,5000,200,2000
11,6,99.5,5000,181,210,110,5000,200,2000
11,7,99.6,5000,179,145,110,5000,200,2000
11,8,98.6,5000,179,91,110,5000,200,2000
11,9,0.0,5000,180,45,110,5000,200,2000
12,0,99.8,5000,166,567,110,5000,200,2000
12,1,100.1,5000,196,476,110,5000,200,2000
12,2,100.1,5000,163,439,110,5000,200,2000
12,3,99.6,5000,192,413,110,5000,200,2000
12,4,100.9,5000,194,354,110,5000,200,2000
12,5,100.1,5000,161,278,110,5000,200,2000
12,6,99.6,5000,181,261,110,5000,200,2000
12,7,100.3,5000,179,190,110,5000,200,2000
12,8,99.2,5000,179,143,110,5000,200,2000
12,9,101.0,5000,180,89,110,5000,200,2000
13,0,99.7,5000,166,619,110,5000,200,2000
13,1,99.8,5000,196,526,110,5000,200,2000
13,2,99.8,5000,163,475,110,5000,200,2000
13,3,100.8,5000,192,464,110,5000,200,2000
13,4,100.0,5000,194,405,110,5000,200,2000
13,5,99.9,5000,161,311,110,5000,200,2000
13,6,100.7,5000,181,314,110,5000,200,2000
13,7,101.1,5000,179,240,110,5000,200,2000
13,8,102.1,5000,179,194,110,5000,200,2000
13,9,99.6,5000,180,140,110,5000,200,2000
14,0,99.8,5000,166,668,110,5000,200,2000
14,1,99.9,5000,196,579,110,5000,200,2000
14,2,100.3,5000,163,514,110,5000,200,2000
14,3,98.6,5000,192,517,110,5000,200,2000
14,4,98.8,5000,194,454,110,5000,200,2000
14,5,99.2,5000,161,349,110,5000,200,2000
14,6,99.9,5000,181,361,110,5000,200,2000
14,7,99.5,5000,179,293,110,5000,200,2000
14,8,98.5,5000,179,245,110,5000,200,2000
14,9,100.7,5000,180,192,110,5000,200,2000
15,0,101.5,5000,166,720,110,5000,200,2000
15,1,101.5,5000,196,630,110,5000,200,2000
15,2,99.9,5000,163,557,110,5000,200,2000
15,3,100.9,5000,192,568,110,5000,200,2000
15,4,101.1,5000,194,505,110,5000,200,2000
15,5,100.9,5000,161,393,110,5000,200,2000
15,6,99.2,5000,181,395,110,5000,200,2000
15,7,101.0,5000,179,339,110,5000,200,2000
15,8,101.9,5000,179,283,110,5000,200,2000
15,9,99.0,5000,180,245,110,5000,200,2000
16,0,97.9,5000,166,773,110,5000,200,2000
16,1,98.0,5000,196,682,110,5000,200,2000
16,2,99.9,5000,163,608,110,5000,200,2000
16,3,99.8,5000,192,620,110,5000,200,2000
16,4,99.7,5000,194,553,110,5000,200,2000
16,5,100.1,5000,161,445,110,5000,200,2000
16,6,100.7,5000,181,430,110,5000,200,2000
16,7,99.1,5000,179,386,110,5000,200,2000
16,8,98.3,5000,179,318,110,5000,200,2000
16,9,101.3,5000,180,293,110,5000,200,2000
17,0,101.6,5000,166,822,110,5000,200,2000
17,1,99.9,5000,196,731,110,5000,200,2000
17,2,101.7,5000,163,659,110,5000,200,2000
17,3,99.6,5000,192,671,110,5000,200,2000
17,4,99.9,5000,194,605,110,5000,200,2000
17,5,99.7,5000,161,497,110,5000,200,2000
17,6,97.9,5000,181,469,110,5000,200,2000
17,7,99.9,5000,179,438,110,5000,200,2000
17,8,100.0,5000,179,352,110,5000,200,2000
17,9,99.7,5000,180,346,110,5000,200,2000
18,0,99.7,5000,166,874,110,5000,200,2000
18,1,100.2,5000,196,784,110,5000,200,2000
18,2,98.5,5000,163,711,110,5000,200,2000
18,3,101.5,5000,192,723,110,5000,200,2000
18,4,100.4,5000,194,655,110,5000,200,2000
18,5,101.6,5000,161,538,110,5000,200,2000
18,6,101.7,5000,181,502,110,5000,200,2000
18,7,99.5,5000,179,490,110,5000,200,2000
18,8,100.0,5000,179,396,110,5000,200,2000
18,9,99.7,5000,180,397,110,5000,200,2000
19,0,100.0,5000,166,926,110,5000,200,2000
19,1,100.2,5000,196,833,110,5000,200,2000
19,2,100.0,5000,163,754,110,5000,200,2000
19,3,99.7,5000,192,774,110,5000,200,2000
19,4,100.9,5000,194,706,110,5000,200,2000
19,5,100.5,5000,161,578,110,5000,200,2000
19,6,99.3,5000,181,543,110,5000,200,2000
19,7,99.7,5000,179,540,110,5000,200,2000
19,8,101.4,5000,179,445,110,5000,200,2000
19,9,99.1,5000,180,442,110,5000,200,2000
20,0,22.2,5000,166,939,110,5000,200,2000
20,1,99.9,5000,196,885,110,5000,200,2000
20,2,100.0,5000,163,800,110,5000,200,2000
20,3,99.5,5000,192,826,110,5000,200,2000
20,4,98.9,5000,194,758,110,5000,200,2000
20,5,97.6,5000,161,616,110,5000,200,2000
20,6,99.8,5000,181,587,110,5000,200,2000
20,7,100.3,5000,179,587,110,5000,200,2000
20,8,100.2,5000,179,495,110,5000,200,2000
20,9,101.7,5000,180,475,110,5000,200,2000
21,0,0.0,5000,166,939,110,5000,200,2000
21,1,100.0,5000,196,935,110,5000,200,2000
21,2,99.9,5000,163,848,110,5000,200,2000
21,3,99.1,5000,192,877,110,5000,200,2000
21,4,99.9,5000,194,809,110,5000,200,2000
21,5,101.8,5000,161,656,110,5000,200,2000
21,6,101.5,5000,181,640,110,5000,200,2000
21,7,99.7,5000,179,639,110,5000,200,2000
21,8,98.2,5000,179,546,110,5000,200,2000
21,9,99.7,5000,180,512,110,5000,200,2000
22,0,88.6,5000,166,939,110,5000,200,2000
22,1,90.5,5000,196,983,110,5000,200,2000
22,2,100.4,5000,163,899,110,5000,200,2000
22,3,99.4,5000,192,925,110,5000,200,2000
22,4,83.2,5000,194,853,110,5000,200,2000
22,5,99.6,5000,161,703,110,5000,200,2000
22,6,100.0,5000,181,683,110,5000,200,2000
22,7,101.9,5000,179,682,110,5000,200,2000
22,8,101.7,5000,179,598,110,5000,200,2000
22,9,99.6,5000,180,550,110,5000,200,2000
23,0,99.8,5000,166,942,110,5000,200,2000
23,1,1.8,5000,196,985,110,5000,200,2000
23,2,100.6,5000,163,942,110,5000,200,2000
23,3,100.5,5000,192,977,110,5000,200,2000
23,4,0.0,5000,194,853,110,5000,200,2000
23,5,99.9,5000,161,755,110,5000,200,2000
23,6,98.4,5000,181,734,110,5000,200,2000
23,7,98.7,5000,179,725,110,5000,200,2000
23,8,99.8,5000,179,649,110,5000,200,2000
23,9,99.7,5000,180,593,110,5000,200,2000
24,0,99.7,5000,166,946,110,5000,200,2000
24,1,20.3,5000,196,985,110,5000,200,2000
24,2,99.9,5000,163,988,110,5000,200,2000
24,3,99.3,5000,192,1029,110,5000,200,2000
24,4,24.5,5000,194,853,110,5000,200,2000
24,5,100.5,5000,161,806,110,5000,200,2000
24,6,99.9,5000,181,787,110,5000,200,2000
24,7,99.6,5000,179,772,110,5000,200,2000
24,8,98.7,5000,179,701,110,5000,200,2000
24,9,101.5,5000,180,646,110,5000,200,2000
25,0,99.8,5000,166,948,110,5000,200,2000
25,1,99.6,5000,196,985,110,5000,200,2000
25,2,100.0,5000,163,1029,110,5000,200,2000
25,3,100.3,5000,192,1080,110,5000,200,2000
25,4,101.3,5000,194,853,110,5000,200,2000
25,5,100.1,5000,161,855,110,5000,200,2000
25,6,99.9,5000,181,838,110,5000,200,2000
25,7,100.5,5000,179,813,110,5000,200,2000
25,8,99.3,5000,179,750,110,5000,200,2000
25,9,97.9,5000,180,697,110,5000,200,2000
26,0,99.8,5000,166,950,110,5000,200,2000
26,1,101.3,5000,196,987,110,5000,200,2000
26,2,99.6,5000,163,1071,110,5000,200,2000
26,3,102.3,5000,192,1132,110,5000,200,2000
26,4,99.6,5000,194,857,110,5000,200,2000
26,5,99.4,5000,161,894,110,5000,200,2000
26,6,100.4,5000,181,880,110,5000,200,2000
26,7,99.8,5000,179,858,110,5000,200,2000
26,8,99.9,5000,179,802,110,5000,200,2000
26,9,100.7,5000,180,746,110,5000,200,2000
27,0,99.7,5000,166,954,110,5000,200,2000
27,1,97.8,5000,196,990,110,5000,200,2000
27,2,99.7,5000,163,1103,110,5000,200,2000
27,3,98.2,5000,192,1181,110,5000,200,2000
27,4,98.9,5000,194,861,110,5000,200,2000
27,5,99.6,5000,161,931,110,5000,200,2000
27,6,100.5,5000,181,926,110,5000,200,2000
27,7,100.0,5000,179,908,110,5000,200,2000
27,8,101.6,5000,179,851,110,5000,200,2000
27,9,100.4,5000,180,798,110,5000,200,2000
28,0,99.7,5000,166,958,110,5000,200,2000
28,1,99.6,5000,196,994,110,5000,200,2000
28,2,99.6,5000,163,1142,110,5000,200,2000
28,3,99.6,5000,192,1233,110,5000,200,2000
28,4,101.5,5000,194,862,110,5000,200,2000
28,5,100.0,5000,161,970,110,5000,200,2000
28,6,99.6,5000,181,977,110,5000,200,2000
28,7,99.9,5000,179,956,110,5000,200,2000
28,8,99.8,5000,179,903,110,5000,200,2000
28,9,100.6,5000,180,846,110,5000,200,2000
29,0,99.6,5000,166,962,110,5000,200,2000
29,1,101.6,5000,196,994,110,5000,200,2000
29,2,99.5,5000,163,1181,110,5000,200,2000
29,3,101.9,5000,192,1285,110,5000,200,2000
29,4,99.3,5000,194,865,110,5000,200,2000
29,5,29.8,5000,161,986,110,5000,200,2000
29,6,99.9,5000,181,1029,110,5000,200,2000
29,7,102.1,5000,179,998,110,5000,200,2000
29,8,99.0,5000,179,955,110,5000,200,2000
29,9,99.3,5000,180,898,110,5000,200,2000
30,0,99.4,5000,166,966,110,5000,200,2000
30,1,98.3,5000,196,998,110,5000,200,2000
30,2,101.6,5000,163,1225,110,5000,200,2000
30,3,98.1,5000,192,1336,110,5000,200,2000
30,4,98.2,5000,194,868,110,5000,200,2000
30,5,0.0,5000,161,986,110,5000,200,2000
30,6,100.3,5000,181,1080,110,5000,200,2000
30,7,98.3,5000,179,1042,110,5000,200,2000
30,8,99.7,5000,179,1007,110,5000,200,2000
30,9,100.3,5000,180,949,110,5000,200,2000
31,0,101.0,5000,166,971,110,5000,200,2000
31,1,101.4,5000,196,1002,110,5000,200,2000
31,2,99.3,5000,163,1273,110,5000,200,2000
31,3,102.0,5000,192,1385,110,5000,200,2000
31,4,102.1,5000,194,872,110,5000,200,2000
31,5,79.6,5000,161,986,110,5000,200,2000
31,6,101.1,5000,181,1129,110,5000,200,2000
31,7,99.2,5000,179,1094,110,5000,200,2000
31,8,101.3,5000,179,1058,110,5000,200,2000
31,9,101.6,5000,180,1000,110,5000,200,2000
32,0,79.0,5000,166,974,110,5000,200,2000
32,1,98.2,5000,196,1006,110,5000,200,2000
32,2,101.8,5000,163,1305,110,5000,200,2000
32,3,99.2,5000,192,1427,110,5000,200,2000
32,4,99.7,5000,194,876,110,5000,200,2000
32,5,99.7,5000,161,986,110,5000,200,2000
32,6,99.5,5000,181,1181,110,5000,200,2000
32,7,100.4,5000,179,1145,110,5000,200,2000
32,8,40.5,5000,179,1088,110,5000,200,2000
32,9,99.5,5000,180,1052,110,5000,200,2000
33,0,83.0,5000,166,974,110,5000,200,2000
33,1,100.2,5000,196,1010,110,5000,200,2000
33,2,99.9,5000,163,1337,110,5000,200,2000
33,3,99.2,5000,192,1479,110,5000,200,2000
33,4,99.9,5000,194,880,110,5000,200,2000
33,5,100.0,5000,161,989,110,5000,200,2000
33,6,97.9,5000,181,1232,110,5000,200,2000
33,7,100.3,5000,179,1194,110,5000,200,2000
33,8,0.0,5000,179,1081,110,5000,200,2000
33,9,99.0,5000,180,1102,110,5000,200,2000
34,0,83.1,5000,166,974,110,5000,200,2000
34,1,100.0,5000,196,1014,110,5000,200,2000
34,2,99.5,5000,163,1369,110,5000,200,2000
34,3,100.1,5000,192,1531,110,5000,200,2000
34,4,97.9,5000,194,885,110,5000,200,2000
34,5,99.5,5000,161,992,110,5000,200,2000
34,6,101.7,5000,181,1281,110,5000,200,2000
34,7,100.8,5000,179,1246,110,5000,200,2000
34,8,67.2,5000,179,1081,110,5000,200,2000
34,9,101.1,5000,180,1153,110,5000,200,2000
35,0,85.0,5000,166,974,110,5000,200,2000
35,1,101.1,5000,196,1018,110,5000,200,2000
35,2,99.4,5000,163,1406,110,5000,200,2000
35,3,99.8,5000,192,1581,110,5000,200,2000
35,4,35.1,5000,194,887,110,5000,200,2000
35,5,101.2,5000,161,994,110,5000,200,2000
35,6,99.8,5000,181,1333,110,5000,200,2000
35,7,99.8,5000,179,1298,110,5000,200,2000
35,8,99.4,5000,179,1081,110,5000,200,2000
35,9,99.6,5000,180,1205,110,5000,200,2000
36,0,79.3,5000,166,974,110,5000,200,2000
36,1,61.6,5000,196,1021,110,5000,200,2000
36,2,99.5,5000,163,1453,110,5000,200,2000
36,3,101.4,5000,192,1633,110,5000,200,2000
36,4,0.0,5000,194,887,110,5000,200,2000
36,5,100.5,5000,161,994,110,5000,200,2000
36,6,100.0,5000,181,1385,110,5000,200,2000
36,7,99.8,5000,179,1351,110,5000,200,2000
36,8,101.7,5000,179,1085,110,5000,200,2000
36,9,97.8,5000,180,1255,110,5000,200,2000
37,0,69.8,5000,166,974,110,5000,200,2000
37,1,0.0,5000,196,1021,110,5000,200,2000
37,2,100.4,5000,163,1501,110,5000,200,2000
37,3,99.5,5000,192,1682,110,5000,200,2000
37,4,1.8,5000,194,887,110,5000,200,2000
37,5,98.3,5000,161,996,110,5000,200,2000
37,6,101.4,5000,181,1438,110,5000,200,2000
37,7,98.5,5000,179,1403,110,5000,200,2000
37,8,100.2,5000,179,1089,110,5000,200,2000
37,9,72.8,5000,180,1303,110,5000,200,2000
38,0,81.0,5000,166,974,110,5000,200,2000
38,1,1.8,5000,196,1021,110,5000,200,2000
38,2,98.8,5000,163,1555,110,5000,200,2000
38,3,99.5,5000,192,1733,110,5000,200,2000
38,4,0.0,5000,194,887,110,5000,200,2000
38,5,100.7,5000,161,1000,110,5000,200,2000
38,6,99.8,5000,181,1491,110,5000,200,2000
38,7,16.7,5000,179,1414,110,5000,200,2000
38,8,97.6,5000,179,1089,110,5000,200,2000
38,9,0.0,5000,180,1296,110,5000,200,2000
39,0,78.9,5000,166,974,110,5000,200,2000
39,1,0.0,5000,196,1021,110,5000,200,2000
39,2,99.7,5000,163,1609,110,5000,200,2000
39,3,18.4,5000,192,1745,110,5000,200,2000
39,4,1.8,5000,194,887,110,5000,200,2000
39,5,99.6,5000,161,1004,110,5000,200,2000
39,6,97.7,5000,181,1545,110,5000,200,2000
39,7,0.0,5000,179,1414,110,5000,200,2000
39,8,100.9,5000,179,1089,110,5000,200,2000
39,9,38.5,5000,180,1296,110,5000,200,2000
40,0,88.2,5000,166,974,110,5000,200,2000
40,1,1.8,5000,196,1021,110,5000,200,2000
40,2,101.2,5000,163,1660,110,5000,200,2000
40,3,0.0,5000,192,1745,110,5000,200,2000
40,4,1.8,5000,194,887,110,5000,200,2000
40,5,99.3,5000,161,1008,110,5000,200,2000
40,6,100.7,5000,181,1597,110,5000,200,2000
40,7,91.9,5000,179,1415,110,5000,200,2000
40,8,101.5,5000,179,1091,110,5000,200,2000
40,9,99.3,5000,180,1296,110,5000,200,2000
41,0,71.8,5000,166,974,110,5000,200,2000
41,1,0.0,5000,196,1021,110,5000,200,2000
41,2,99.3,5000,163,1713,110,5000,200,2000
41,3,86.6,5000,192,1746,110,5000,200,2000
41,4,0.0,5000,194,887,110,5000,200,2000
41,5,100.9,5000,161,1012,110,5000,200,2000
41,6,100.5,5000,181,1649,110,5000,200,2000
41,7,101.1,5000,179,1415,110,5000,200,2000
41,8,100.1,5000,179,1095,110,5000,200,2000
41,9,99.8,5000,180,1298,110,5000,200,2000
42,0,80.7,5000,166,974,110,5000,200,2000
42,1,1.9,5000,196,1021,110,5000,200,2000
42,2,100.9,5000,163,1766,110,5000,200,2000
42,3,101.3,5000,192,1746,110,5000,200,2000
42,4,1.8,5000,194,887,110,5000,200,2000
42,5,99.2,5000,161,1016,110,5000,200,2000
42,6,45.8,5000,181,1673,110,5000,200,2000
42,7,98.3,5000,179,1416,110,5000,200,2000
42,8,99.3,5000,179,1100,110,5000,200,2000
42,9,100.0,5000,180,1302,110,5000,200,2000
43,0,81.8,5000,166,974,110,5000,200,2000
43,1,0.0,5000,196,1021,110,5000,200,2000
43,2,100.9,5000,163,1814,110,5000,200,2000
43,3,97.5,5000,192,1747,110,5000,200,2000
43,4,0.0,5000,194,887,110,5000,200,2000
43,5,100.0,5000,161,1021,110,5000,200,2000
43,6,0.0,5000,181,1673,110,5000,200,2000
43,7,100.2,5000,179,1420,110,5000,200,2000
43,8,98.3,5000,179,1104,110,5000,200,2000
43,9,99.9,5000,180,1304,110,5000,200,2000
44,0,77.3,5000,166,974,110,5000,200,2000
44,1,1.8,5000,196,1021,110,5000,200,2000
44,2,98.3,5000,163,1866,110,5000,200,2000
44,3,101.4,5000,192,1751,110,5000,200,2000
44,4,1.8,5000,194,887,110,5000,200,2000
44,5,11.0,5000,161,1021,110,5000,200,2000
44,6,59.0,5000,181,1673,110,5000,200,2000
44,7,100.5,5000,179,1423,110,5000,200,2000
44,8,101.0,5000,179,1108,110,5000,200,2000
44,9,99.3,5000,180,1304,110,5000,200,2000
45,0,73.9,5000,166,974,110,5000,200,2000
45,1,1.8,5000,196,1021,110,5000,200,2000
45,2,100.8,5000,163,1919,110,5000,200,2000
45,3,101.2,5000,192,1754,110,5000,200,2000
45,4,0.0,5000,194,887,110,5000,200,2000
45,5,0.0,5000,161,1021,110,5000,200,2000
45,6,100.8,5000,181,1673,110,5000,200,2000
45,7,98.9,5000,179,1423,110,5000,200,2000
45,8,100.1,5000,179,1113,110,5000,200,2000
45,9,99.6,5000,180,1307,110,5000,200,2000
46,0,86.2,5000,166,974,110,5000,200,2000
46,1,0.0,5000,196,1021,110,5000,200,2000
46,2,100.7,5000,163,1972,110,5000,200,2000
46,3,97.8,5000,192,1754,110,5000,200,2000
46,4,0.0,5000,194,887,110,5000,200,2000
46,5,0.0,5000,161,1021,110,5000,200,2000
46,6,101.1,5000,181,1673,110,5000,200,2000
46,7,99.7,5000,179,1426,110,5000,200,2000
46,8,99.3,5000,179,1117,110,5000,200,2000
46,9,99.2,5000,180,1311,110,5000,200,2000
47,0,88.3,5000,166,974,110,5000,200,2000
47,1,0.0,5000,196,1021,110,5000,200,2000
47,2,99.6,5000,163,2022,110,5000,200,2000
47,3,102.6,5000,192,1754,110,5000,200,2000
47,4,0.0,5000,194,887,110,5000,200,2000
47,5,1.8,5000,161,1021,110,5000,200,2000
47,6,99.8,5000,181,1678,110,5000,200,2000
47,7,99.2,5000,179,1430,110,5000,200,2000
47,8,22.1,5000,179,1118,110,5000,200,2000
47,9,101.5,5000,180,1316,110,5000,200,2000
48,0,77.1,5000,166,974,110,5000,200,2000
48,1,0.0,5000,196,1021,110,5000,200,2000
48,3,98.4,5000,192,1757,110,5000,200,2000
48,4,1.9,5000,194,887,110,5000,200,2000
48,5,0.0,5000,161,1021,110,5000,200,2000
48,6,101.2,5000,181,1682,110,5000,200,2000
48,7,101.1,5000,179,1434,110,5000,200,2000
48,8,0.0,5000,179,1118,110,5000,200,2000
48,9,99.2,5000,180,1320,110,5000,200,2000
49,0,82.9,5000,166,974,110,5000,200,2000
49,1,1.8,5000,196,1021,110,5000,200,2000
49,4,0.0,5000,194,887,110,5000,200,2000
49,5,1.8,5000,161,1021,110,5000,200,2000
49,6,98.2,5000,181,1682,110,5000,200,2000
49,7,101.5,5000,179,1438,110,5000,200,2000
49,8,0.0,5000,179,1118,110,5000,200,2000
49,9,99.5,5000,180,1325,110,5000,200,2000
50,0,64.2,5000,166,974,110,5000,200,2000
50,1,0.0,5000,196,1021,110,5000,200,2000
50,3,99.6,5000,192,1761,110,5000,200,2000
50,4,1.8,5000,194,887,110,5000,200,2000
50,5,0.0,5000,161,1021,110,5000,200,2000
50,6,100.1,5000,181,1683,110,5000,200,2000
50,7,97.7,5000,179,1443,110,5000,200,2000
50,8,1.8,5000,179,1118,110,5000,200,2000
50,9,100.2,5000,180,1330,110,5000,200,2000
50,10,0.0,5000,0,0,110,5000,200,2000
51,0,75.5,5000,166,974,110,5000,200,2000
51,1,1.9,5000,196,1021,110,5000,200,2000
51,3,98.7,5000,192,1765,110,5000,200,2000
51,4,0.0,5000,194,887,110,5000,200,2000
51,5,0.0,5000,161,1021,110,5000,200,2000
51,6,97.3,5000,181,1688,110,5000,200,2000
51,7,100.3,5000,179,1446,110,5000,200,2000
51,8,0.0,5000,179,1118,110,5000,200,2000
51,9,98.2,5000,180,1334,110,5000,200,2000
51,10,0.0,5000,183,52,110,5000,200,2000
52,0,71.5,5000,166,974,110,5000,200,2000
52,1,0.0,5000,196,1021,110,5000,200,2000
52,3,99.3,5000,192,1769,110,5000,200,2000
52,4,1.9,5000,194,887,110,5000,200,2000
52,5,0.0,5000,161,1021,110,5000,200,2000
52,6,100.7,5000,181,1692,110,5000,200,2000
52,7,97.3,5000,179,1450,110,5000,200,2000
52,8,3.7,5000,179,1118,110,5000,200,2000
52,9,55.2,5000,180,1337,110,5000,200,2000
52,10,100.3,5000,183,92,110,5000,200,2000
53,0,88.4,5000,166,974,110,5000,200,2000
53,1,1.8,5000,196,1021,110,5000,200,2000
53,3,101.1,5000,192,1774,110,5000,200,2000
53,4,0.0,5000,194,887,110,5000,200,2000
53,5,1.8,5000,161,1021,110,5000,200,2000
53,6,100.8,5000,181,1696,110,5000,200,2000
53,7,101.0,5000,179,1453,110,5000,200,2000
53,8,0.0,5000,179,1118,110,5000,200,2000
53,9,7.3,5000,180,1337,110,5000,200,2000
53,10,99.3,5000,183,136,110,5000,200,2000
54,0,88.4,5000,166,974,110,5000,200,2000
54,1,0.0,5000,196,1021,110,5000,200,2000
54,3,98.7,5000,192,1778,110,5000,200,2000
54,4,0.0,5000,194,887,110,5000,200,2000
54,5,0.0,5000,161,1021,110,5000,200,2000
54,6,99.2,5000,181,1699,110,5000,200,2000
54,7,95.3,5000,179,1457,110,5000,200,2000
54,8,94.4,5000,179,1118,110,5000,200,2000
54,9,99.9,5000,180,1337,110,5000,200,2000
54,10,99.5,5000,183,179,110,5000,200,2000
55,0,86.7,5000,166,974,110,5000,200,2000
55,1,0.0,5000,196,1021,110,5000,200,2000
55,3,99.6,5000,192,1782,110,5000,200,2000
55,4,1.8,5000,194,887,110,5000,200,2000
55,5,1.8,5000,161,1021,110,5000,200,2000
55,6,100.1,5000,181,1703,110,5000,200,2000
55,7,0.0,5000,179,1457,110,5000,200,2000
55,8,101.0,5000,179,1118,110,5000,200,2000
55,9,98.5,5000,180,1337,110,5000,200,2000
55,10,101.2,5000,183,221,110,5000,200,2000
56,0,97.5,5000,166,974,110,5000,200,2000
56,1,0.0,5000,196,1021,110,5000,200,2000
56,3,100.5,5000,192,1787,110,5000,200,2000
56,4,0.0,5000,194,887,110,5000,200,2000
56,5,0.0,5000,161,1021,110,5000,200,2000
56,6,98.4,5000,181,1707,110,5000,200,2000
56,7,3.8,5000,179,1457,110,5000,200,2000
56,8,99.3,5000,179,1118,110,5000,200,2000
56,9,99.3,5000,180,1337,110,5000,200,2000
56,10,101.2,5000,183,265,110,5000,200,2000
57,0,97.4,5000,166,974,110,5000,200,2000
57,1,1.8,5000,196,1021,110,5000,200,2000
57,3,100.6,5000,192,1791,110,5000,200,2000
57,4,1.9,5000,194,887,110,5000,200,2000
57,5,0.0,5000,161,1021,110,5000,200,2000
57,6,101.3,5000,181,1711,110,5000,200,2000
57,7,0.0,5000,179,1457,110,5000,200,2000
57,8,97.6,5000,179,1118,110,5000,200,2000
57,9,97.6,5000,180,1337,110,5000,200,2000
57,10,99.3,5000,183,325,110,5000,200,2000
58,0,99.8,5000,166,974,110,5000,200,2000
58,1,1.8,5000,196,1021,110,5000,200,2000
58,3,44.3,5000,192,1793,110,5000,200,2000
58,4,0.0,5000,194,887,110,5000,200,2000
58,5,1.9,5000,161,1021,110,5000,200,2000
58,6,101.3,5000,181,1716,110,5000,200,2000
58,7,1.8,5000,179,1457,110,5000,200,2000
58,8,99.5,5000,179,1118,110,5000,200,2000
58,9,99.6,5000,180,1337,110,5000,200,2000
58,10,99.5,5000,183,369,110,5000,200,2000
59,0,75.5,5000,166,974,110,5000,200,2000
59,1,0.0,5000,196,1021,110,5000,200,2000
59,3,0.0,5000,192,1793,110,5000,200,2000
59,4,1.8,5000,194,887,110,5000,200,2000
59,5,0.0,5000,161,1021,110,5000,200,2000
59,6,82.4,5000,181,1720,110,5000,200,2000
59,7,0.0,5000,179,1457,110,5000,200,2000
59,8,97.5,5000,179,1118,110,5000,200,2000
59,9,98.3,5000,180,1337,110,5000,200,2000
59,10,99.4,5000,183,427,110,5000,200,2000
60,0,68.2,5000,166,974,110,5000,200,2000
60,1,1.8,5000,196,1021,110,5000,200,2000
60,3,1.8,5000,192,1793,110,5000,200,2000
60,4,0.0,5000,194,887,110,5000,200,2000
