time,id,cpuusage,disk,jobs,memusage,allocated_cpuusage,allocated_disk,allocated_jobs,allocated_memusage
157,5,97.7,5000,85,1234,110,5000,200,1250
157,6,97.8,5000,66,1984,110,5000,200,2440
157,8,99.5,5000,63,956,110,5000,200,1250
158,5,99.7,5000,85,1234,110,5000,200,1250
158,6,101.2,5000,66,1988,110,5000,200,2440
158,8,99.5,5000,63,1011,110,5000,200,1250
159,5,99.3,5000,85,1234,110,5000,200,1250
159,6,95.7,5000,66,1992,110,5000,200,2440
159,8,100.1,5000,63,1067,110,5000,200,1250
160,5,99.6,5000,85,1234,110,5000,200,1250
160,6,101.6,5000,66,1996,110,5000,200,2440
160,8,101.4,5000,63,1124,110,5000,200,1250
161,5,98.7,5000,85,1234,110,5000,200,1250
161,6,99.3,5000,66,2000,110,5000,200,2440
161,8,99.3,5000,63,1180,110,5000,200,1250
162,5,99.9,5000,85,1234,110,5000,200,1250
162,6,100.8,5000,66,2004,110,5000,200,2440
162,8,99.7,5000,63,1235,110,5000,200,1250
163,5,101.30000000000001,5000,85,1234,110,5000,200,1250
163,6,100.5,5000,66,2009,110,5000,200,2440
163,8,99.7,5000,63,1289,110,5000,200,1250
164,5,99.5,5000,85,1234,110,5000,200,1250
164,6,98.8,5000,66,2013,110,5000,200,2440
165,5,99.7,5000,85,1234,110,5000,200,1250
165,6,100.6,5000,66,2017,110,5000,200,2440
166,5,99.3,5000,85,1234,110,5000,200,1250
166,6,98.8,5000,66,2022,110,5000,200,2440
166,9,0.0,5000,63,0,110,5000,200,1562
167,5,97.6,5000,85,1234,110,5000,200,1250
167,6,101.0,5000,66,2024,110,5000,200,2440
167,9,1.7,5000,63,59,110,5000,200,1562
168,5,101.0,5000,85,1234,110,5000,200,1250
168,6,100.8,5000,66,2024,110,5000,200,2440
168,9,98.3,5000,63,103,110,5000,200,1562
168,10,0.0,5000,0,0,110,5000,200,1000
169,5,99.1,5000,85,1234,110,5000,200,1250
169,6,99.7,5000,66,2024,110,5000,200,2440
169,9,101.0,5000,63,148,110,5000,200,1562
169,10,0.0,5000,74,52,110,5000,200,1000
170,5,97.4,5000,85,1234,110,5000,200,1250
170,6,98.8,5000,66,2024,110,5000,200,2440
170,9,100.1,5000,63,196,110,5000,200,1562
170,10,99.5,5000,74,92,110,5000,200,1000
171,5,100.9,5000,85,1234,110,5000,200,1250
171,6,101.6,5000,66,2024,110,5000,200,2440
171,9,100.7,5000,63,257,110,5000,200,1562
171,10,99.7,5000,74,137,110,5000,200,1000
172,5,97.5,5000,85,1234,110,5000,200,1250
172,6,99.4,5000,66,2026,110,5000,200,2440
172,9,97.9,5000,63,318,110,5000,200,1562
172,10,99.3,5000,74,185,110,5000,200,1000
173,5,101.4,5000,85,1234,110,5000,200,1250
173,6,91.9,5000,66,2029,110,5000,200,2440
173,9,100.8,5000,63,379,110,5000,200,1562
173,10,99.9,5000,74,239,110,5000,200,1000
174,5,96.4,5000,85,1234,110,5000,200,1250
174,6,99.6,5000,66,2030,110,5000,200,2440
174,9,100.6,5000,63,440,110,5000,200,1562
174,10,100.8,5000,74,288,110,5000,200,1000
175,5,100.8,5000,85,1234,110,5000,200,1250
175,6,100.7,5000,66,2030,110,5000,200,2440
175,9,100.1,5000,63,501,110,5000,200,1562
175,10,99.0,5000,74,335,110,5000,200,1000
176,5,99.1,5000,85,1234,110,5000,200,1250
176,6,97.8,5000,66,2030,110,5000,200,2440
176,9,100.5,5000,63,563,110,5000,200,1562
176,10,100.6,5000,74,391,110,5000,200,1000
177,5,97.3,5000,85,1234,110,5000,200,1250
177,6,100.1,5000,66,2030,110,5000,200,2440
177,9,99.0,5000,63,624,110,5000,200,1562
177,10,98.9,5000,74,447,110,5000,200,1000
178,5,99.0,5000,85,1234,110,5000,200,1250
178,6,99.9,5000,66,2030,110,5000,200,2440
178,9,101.3,5000,63,685,110,5000,200,1562
178,10,100.9,5000,74,498,110,5000,200,1000
179,5,99.7,5000,85,1234,110,5000,200,1250
179,6,98.1,5000,66,2030,110,5000,200,2440
179,9,97.9,5000,63,743,110,5000,200,1562
179,10,100.8,5000,74,546,110,5000,200,1000
180,5,99.0,5000,85,1234,110,5000,200,1250
180,6,101.4,5000,66,2030,110,5000,200,2440
180,9,100.8,5000,63,804,110,5000,200,1562
180,10,99.1,5000,74,599,110,5000,200,1000
181,5,99.0,5000,85,1234,110,5000,200,1250
181,6,99.5,5000,66,2030,110,5000,200,2440
181,9,100.6,5000,63,864,110,5000,200,1562
181,10,99.2,5000,74,649,110,5000,200,1000
182,5,98.4,5000,85,1234,110,5000,200,1250
182,6,99.7,5000,66,2030,110,5000,200,2440
182,9,99.1,5000,63,924,110,5000,200,1562
182,10,102.5,5000,74,704,110,5000,200,1000
183,5,99.0,5000,85,1234,110,5000,200,1250
183,6,98.4,5000,66,2030,110,5000,200,2440
183,9,99.2,5000,63,976,110,5000,200,1562
183,10,99.1,5000,74,760,110,5000,200,1000
184,5,99.1,5000,85,1234,110,5000,200,1250
184,6,100.5,5000,66,2030,110,5000,200,2440
184,9,100.8,5000,63,1037,110,5000,200,1562
184,10,99.0,5000,74,816,110,5000,200,1000
185,5,99.1,5000,85,1234,110,5000,200,1250
185,6,99.2,5000,66,2030,110,5000,200,2440
185,9,99.0,5000,63,1097,110,5000,200,1562
185,10,100.8,5000,74,870,110,5000,200,1000
186,5,98.9,5000,85,1234,110,5000,200,1250
186,6,99.3,5000,66,2030,110,5000,200,2440
186,9,102.4,5000,63,1158,110,5000,200,1562
186,10,99.1,5000,74,925,110,5000,200,1000
187,5,97.0,5000,85,1234,110,5000,200,1250
187,6,101.5,5000,66,2030,110,5000,200,2440
187,9,98.2,5000,63,1218,110,5000,200,1562
187,10,101.3,5000,74,981,110,5000,200,1000
188,5,100.5,5000,85,1234,110,5000,200,1250
188,6,99.1,5000,66,2030,110,5000,200,2440
188,9,100.8,5000,63,1279,110,5000,200,1562
188,10,98.9,5000,74,1037,110,5000,200,1000
189,5,97.0,5000,85,1234,110,5000,200,1250
189,6,99.2,5000,66,2030,110,5000,200,2440
189,9,99.0,5000,63,1339,110,5000,200,1562
190,5,100.7,5000,85,1234,110,5000,200,1250
190,6,100.8,5000,66,2030,110,5000,200,2440
190,9,100.5,5000,63,1401,110,5000,200,1562
191,5,98.5,5000,85,1234,110,5000,200,1250
191,6,99.2,5000,66,2030,110,5000,200,2440
191,9,100.6,5000,63,1462,110,5000,200,1562
191,11,0.0,5000,74,0,110,5000,200,1250
192,5,97.2,5000,85,1234,110,5000,200,1250
192,6,100.7,5000,66,2030,110,5000,200,2440
192,9,99.0,5000,63,1521,110,5000,200,1562
192,11,0.0,5000,74,42,110,5000,200,1250
193,5,99.2,5000,85,1234,110,5000,200,1250
193,6,95.7,5000,66,2030,110,5000,200,2440
193,9,100.5,5000,63,1582,110,5000,200,1562
193,11,99.1,5000,74,90,110,5000,200,1250
194,5,99.5,5000,85,1234,110,5000,200,1250
194,6,100.9,5000,66,2030,110,5000,200,2440
194,11,100.5,5000,74,135,110,5000,200,1250
195,5,97.5,5000,85,1234,110,5000,200,1250
195,6,99.0,5000,66,2030,110,5000,200,2440
196,5,100.6,5000,85,1234,110,5000,200,1250
196,6,100.7,5000,66,2030,110,5000,200,2440
196,11,99.5,5000,74,183,110,5000,200,1250
196,12,0.0,5000,63,0,110,5000,200,1952
197,5,99.0,5000,85,1234,110,5000,200,1250
197,6,100.4,5000,66,2030,110,5000,200,2440
197,11,100.4,5000,74,235,110,5000,200,1250
197,12,0.0,5000,63,54,110,5000,200,1952
198,5,98.8,5000,85,1234,110,5000,200,1250
198,6,97.7,5000,66,2030,110,5000,200,2440
198,11,100.8,5000,74,282,110,5000,200,1250
198,12,100.3,5000,63,105,110,5000,200,1952
199,5,98.9,5000,85,1234,110,5000,200,1250
199,6,100.7,5000,66,2030,110,5000,200,2440
199,11,99.7,5000,74,338,110,5000,200,1250
199,12,99.4,5000,63,167,110,5000,200,1952
200,5,98.8,5000,85,1234,110,5000,200,1250
200,6,98.8,5000,66,2030,110,5000,200,2440
200,11,100.5,5000,74,390,110,5000,200,1250
200,12,101.3,5000,63,227,110,5000,200,1952
201,5,97.4,5000,85,1234,110,5000,200,1250
201,6,100.8,5000,66,2030,110,5000,200,2440
201,11,100.3,5000,74,446,110,5000,200,1250
201,12,98.9,5000,63,288,110,5000,200,1952
202,5,99.1,5000,85,1234,110,5000,200,1250
202,6,98.9,5000,66,2030,110,5000,200,2440
202,11,98.9,5000,74,497,110,5000,200,1250
202,12,102.2,5000,63,349,110,5000,200,1952
203,5,100.9,5000,85,1234,110,5000,200,1250
203,6,98.8,5000,66,2030,110,5000,200,2440
203,11,100.7,5000,74,553,110,5000,200,1250
203,12,98.9,5000,63,410,110,5000,200,1952
204,5,97.1,5000,85,1234,110,5000,200,1250
204,6,100.5,5000,66,2030,110,5000,200,2440
204,11,99.0,5000,74,610,110,5000,200,1250
204,12,99.2,5000,63,472,110,5000,200,1952
205,5,98.8,5000,85,1234,110,5000,200,1250
205,6,100.6,5000,66,2030,110,5000,200,2440
205,11,100.6,5000,74,662,110,5000,200,1250
205,12,101.4,5000,63,531,110,5000,200,1952
206,5,98.9,5000,85,1234,110,5000,200,1250
206,6,98.7,5000,66,2030,110,5000,200,2440
206,11,99.2,5000,74,718,110,5000,200,1250
206,12,99.0,5000,63,591,110,5000,200,1952
207,5,98.9,5000,85,1234,110,5000,200,1250
207,6,100.6,5000,66,2030,110,5000,200,2440
207,11,100.8,5000,74,774,110,5000,200,1250
207,12,99.3,5000,63,650,110,5000,200,1952
208,5,97.9,5000,85,1234,110,5000,200,1250
208,6,99.4,5000,66,2030,110,5000,200,2440
208,11,99.2,5000,74,830,110,5000,200,1250
208,12,99.8,5000,63,708,110,5000,200,1952
209,5,99.0,5000,85,1234,110,5000,200,1250
209,6,104.1,5000,66,2030,110,5000,200,2440
209,11,101.0,5000,74,886,110,5000,200,1250
209,12,100.1,5000,63,767,110,5000,200,1952
210,5,98.9,5000,85,1234,110,5000,200,1250
210,6,98.8,5000,66,2030,110,5000,200,2440
210,11,99.2,5000,74,942,110,5000,200,1250
210,12,102.1,5000,63,829,110,5000,200,1952
211,5,98.5,5000,85,1234,110,5000,200,1250
211,6,99.0,5000,66,2030,110,5000,200,2440
211,11,100.7,5000,74,998,110,5000,200,1250
211,12,98.9,5000,63,889,110,5000,200,1952
212,5,99.0,5000,85,1234,110,5000,200,1250
212,6,100.6,5000,66,2030,110,5000,200,2440
212,11,99.0,5000,74,1055,110,5000,200,1250
212,12,98.7,5000,63,950,110,5000,200,1952
213,5,99.0,5000,85,1234,110,5000,200,1250
213,6,98.9,5000,66,2030,110,5000,200,2440
213,11,99.2,5000,74,1111,110,5000,200,1250
213,12,100.5,5000,63,1012,110,5000,200,1952
214,5,99.6,5000,85,1234,110,5000,200,1250
214,6,100.6,5000,66,2030,110,5000,200,2440
214,11,102.6,5000,74,1167,110,5000,200,1250
214,12,100.6,5000,63,1073,110,5000,200,1952
215,5,95.8,5000,85,1234,110,5000,200,1250
