TASK_ID -- core -- memory -- disk -- time -- drop_out_rate -- num_residual_blocks
324 -- 0.507 -- 3101 -- 2437 -- 3143.407976 -- 0.8500000000000001 -- 4
318 -- 0.643 -- 3347 -- 2437 -- 3186.330309 -- 0.8 -- 18
90 -- 0.633 -- 3263 -- 2437 -- 4296.886611 -- 0.25 -- 10
355 -- 0.585 -- 3273 -- 2437 -- 3064.545699 -- 0.9 -- 15
47 -- 1.005 -- 3151 -- 2437 -- 1038.969699 -- 0.15000000000000002 -- 7
229 -- 0.67 -- 3242 -- 2437 -- 3725.67534 -- 0.6000000000000001 -- 9
371 -- 0.829 -- 3208 -- 2437 -- 3167.746867 -- 0.9500000000000001 -- 11
171 -- 0.715 -- 3287 -- 2437 -- 4091.656641 -- 0.45 -- 11
227 -- 0.5649999999999999 -- 3161 -- 2437 -- 3815.593727 -- 0.6000000000000001 -- 7
190 -- 0.6820000000000001 -- 3263 -- 2437 -- 4035.222291 -- 0.5 -- 10
60 -- 0.991 -- 3436 -- 2437 -- 4758.266773 -- 0.2 -- 20
156 -- 0.454 -- 3331 -- 2437 -- 4215.982715 -- 0.4 -- 16
285 -- 0.491 -- 3173 -- 2437 -- 3649.045784 -- 0.75 -- 5
217 -- 0.513 -- 3336 -- 2437 -- 3966.51706 -- 0.55 -- 17
209 -- 0.623 -- 3241 -- 2437 -- 4101.985941 -- 0.55 -- 9
70 -- 0.5600000000000001 -- 3263 -- 2437 -- 4868.042759 -- 0.2 -- 10
333 -- 0.853 -- 3264 -- 2437 -- 3827.568632 -- 0.8500000000000001 -- 13
353 -- 0.42 -- 3301 -- 2437 -- 3868.248346 -- 0.9 -- 13
368 -- 0.618 -- 3173 -- 2437 -- 3794.083563 -- 0.9500000000000001 -- 8
348 -- 0.587 -- 3201 -- 2437 -- 3983.314475 -- 0.9 -- 8
99 -- 0.449 -- 3365 -- 2437 -- 5226.143135 -- 0.25 -- 19
255 -- 0.784 -- 3303 -- 2437 -- 4646.132525 -- 0.65 -- 15
297 -- 0.429 -- 3314 -- 2437 -- 4638.901063 -- 0.75 -- 17
328 -- 0.517 -- 3167 -- 2437 -- 4570.029814 -- 0.8500000000000001 -- 8
120 -- 0.443 -- 3343 -- 2437 -- 5541.015304 -- 0.35000000000000003 -- 20
298 -- 0.901 -- 3321 -- 2437 -- 4729.651834 -- 0.75 -- 18
74 -- 0.466 -- 3115 -- 2437 -- 2497.286662 -- 0.2 -- 14
268 -- 0.475 -- 3156 -- 2437 -- 4941.773197 -- 0.7000000000000001 -- 8
233 -- 0.645 -- 3266 -- 2437 -- 5133.914938 -- 0.6000000000000001 -- 13
296 -- 0.775 -- 3316 -- 2437 -- 4964.055032 -- 0.75 -- 16
139 -- 0.756 -- 3361 -- 2437 -- 5835.317142 -- 0.35000000000000003 -- 19
114 -- 0.498 -- 3294 -- 2437 -- 6180.944499 -- 0.30000000000000004 -- 14
308 -- 0.428 -- 3182 -- 2437 -- 5572.353839 -- 0.8 -- 8
367 -- 0.4 -- 3157 -- 2437 -- 5441.808912 -- 0.9500000000000001 -- 7
272 -- 0.53 -- 3219 -- 2437 -- 5939.453946 -- 0.7000000000000001 -- 12
100 -- 0.672 -- 3434 -- 2437 -- 6884.848016 -- 0.30000000000000004 -- 20
230 -- 0.433 -- 3262 -- 2437 -- 6371.494646 -- 0.6000000000000001 -- 10
378 -- 0.658 -- 3345 -- 2437 -- 5797.690245 -- 0.9500000000000001 -- 18
133 -- 0.478 -- 3262 -- 2437 -- 6943.890417 -- 0.35000000000000003 -- 13
153 -- 0.473 -- 3261 -- 2437 -- 7022.652328 -- 0.4 -- 13
258 -- 0.619 -- 3369 -- 2437 -- 6904.819211 -- 0.65 -- 18
40 -- 0.576 -- 3430 -- 2437 -- 8165.551636 -- 0.15000000000000002 -- 20
57 -- 0.499 -- 3355 -- 2437 -- 8193.472589999999 -- 0.15000000000000002 -- 17
198 -- 0.502 -- 3321 -- 2437 -- 7443.591183 -- 0.5 -- 18
95 -- 0.461 -- 3299 -- 2437 -- 8052.785522 -- 0.25 -- 15
174 -- 0.458 -- 3290 -- 2437 -- 7657.858947 -- 0.45 -- 14
356 -- 0.5629999999999999 -- 3315 -- 2437 -- 6873.949463 -- 0.9 -- 16
293 -- 0.459 -- 3232 -- 2437 -- 7283.19106 -- 0.75 -- 13
329 -- 0.349 -- 3183 -- 2437 -- 7234.776475 -- 0.8500000000000001 -- 9
194 -- 0.442 -- 3289 -- 2437 -- 7996.548005 -- 0.5 -- 14
351 -- 0.398 -- 3285 -- 2437 -- 7414.667657 -- 0.9 -- 11
20 -- 0.509 -- 3432 -- 2437 -- 9130.910673 -- 0.1 -- 20
160 -- 0.52 -- 3456 -- 2437 -- 8720.625754999999 -- 0.45 -- 20
179 -- 0.496 -- 3362 -- 2437 -- 9025.40753 -- 0.45 -- 19
340 -- 0.552 -- 3435 -- 2437 -- 8401.702117999999 -- 0.9 -- 20
357 -- 0.473 -- 3310 -- 2437 -- 8642.426998000001 -- 0.9 -- 17
178 -- 0.455 -- 3346 -- 2437 -- 9450.773497 -- 0.45 -- 18
140 -- 0.474 -- 3456 -- 2437 -- 9792.985688999999 -- 0.4 -- 20
320 -- 0.515 -- 3432 -- 2437 -- 9041.811179 -- 0.8500000000000001 -- 20
315 -- 0.41 -- 3302 -- 2437 -- 9115.882178 -- 0.8 -- 15
278 -- 0.448 -- 3343 -- 2437 -- 9741.137199000001 -- 0.7000000000000001 -- 18
317 -- 0.385 -- 3325 -- 2437 -- 10753.684211 -- 0.8 -- 17
176 -- 0.342 -- 3311 -- 2437 -- 11466.696356 -- 0.45 -- 16
196 -- 0.342 -- 3310 -- 2437 -- 11505.649041 -- 0.5 -- 16
239 -- 0.738 -- 3362 -- 2437 -- 6032.288298 -- 0.6000000000000001 -- 19
339 -- 0.669 -- 3335 -- 2437 -- 6687.435104 -- 0.8500000000000001 -- 19
58 -- 0.587 -- 3368 -- 2437 -- 7050.217575 -- 0.15000000000000002 -- 18
